MemberID,CreatorID,BrandName,BrandIntro,StartDate,ApplicationOffsetDays,ReviewOffsetDays,ConfirmOffsetDays,BankCode,BankAccount
M0000125,C00123,像素藝術,我是一個用積木作畫的人。像素藝術主打「像素風積木畫訂製」服務。你可以提供照片，由我們轉化為專屬的積木顆粒拼圖。無論是寵物、紀念日合照還是名畫翻玩，我們透過對色彩層次的精確掌控，將數千顆微型積木拼湊成一幅極具視覺衝擊力的像素藝術品。這是一份關於「解構與重組」驚喜，讓你的回憶以更有趣、更具互動性的方式呈現在牆面上，成為家中最吸睛的藝術裝飾。,2025/10/23,20,3,2,,
M0000126,C00124,動態機械,大家好，我是動態機械的主理人。我著迷於齒輪傳動與力學運作產生的旋律感。我們提供一系列具備功能性的機械積木組，如可運轉的鐘錶模型、發電裝置或走動的機器人。這不僅是拼組，更是一場關於物理與工程的實驗室。品牌核心是「在玩樂中學習」，適合充滿好奇心、喜歡挑戰複雜結構的大小朋友。希望透過這些會動的作品，能點燃你內心對科學探索的火花，發現機械美學中的理性與浪漫。,2025/8/21,20,3,2,,
M0000127,C00125,微觀積木,微觀積木專門開發極致微型化的動植物系列。我們利用超微小顆粒積木，精雕細琢出掌心大小的昆蟲、多肉植物或鳥類模型。雖然尺寸迷你，但特徵捕捉得淋漓盡致。這是一個專為「辦公桌風景」打造的品牌，希望能讓你在緊湊的公務壓力中，低頭就能看見這份充滿巧思的微觀世界。這是一場關於「專注」的修煉，透過一顆顆微小積木的對位，讓你獲得心流體驗與那份獨一無二的療癒成就感。,2025/10/5,20,3,2,,
M0000128,C00126,續命計畫,「萬物皆有靈，不應輕易被遺忘。」續命計畫致力於廢棄物再生（Upcycling）。我們將回收的舊牛仔褲、過季帆布或報廢輪胎，透過創意的重新設計與職人的細膩縫製，轉化為風格強烈的背包、錢包與配飾。每一件作品都保留了前世的歷史痕跡，也展現了對地球的敬意。我們不只是做手作，更是在推廣一種減法生活的實踐，讓「環保」成為一種既酷又有溫度的時尚態度。,2025/9/1,20,3,2,,
M0000129,C00127,蜂蠟日常,我是一位深愛大地的創作者。蜂蠟日常致力於研發與推廣「蜂蠟保鮮布」。我們選用台灣在地天然蜂蠟、有機棉布與純淨植物油，手工製作出可重複洗滌使用的保鮮布，旨在取代一次性保鮮膜。我們的布面圖案多與自然環境相關，希望讓環保行動也能充滿美感。這是一個關於「溫柔改變世界」的品牌，希望能透過這一塊小小的布，減少你家中的塑膠污染，守護我們共同擁有的這顆湛藍星球。,2025/11/17,20,3,2,,
M0000130,C00128,零廢棄室,零廢棄室是一個致力於讓環保變得「平易近人」的選物與創作空間。我們推廣使用各種回收或生物降解材質製作的居家用品，如再生玻璃杯、黃麻收納袋與回收塑料刷具。我們強調「耐用」與「可循環」，每一件選品都經過嚴格的永續評估。品牌理念是「不完美的環保優於零嘗試」。希望透過這些具備設計感的環保小物，能讓你輕鬆開啟低碳生活，在日常點滴中累積對環境的愛與關懷。,2025/7/28,20,3,2,,
M0000131,C00129,植感餐桌,大家好，我是植感餐桌的創作者。我喜歡研究各種農業副產品的可能，例如將竹纖維、稻殼或甘蔗渣壓製成具有質感的設計餐具。我們的產品不僅具備極簡的美學造型，且在破損廢棄後能在土壤中自然分解。我們追求的是一種「從土地回歸土地」的循環正義。希望透過這套帶有大地色彩與溫潤觸感的餐具，讓你在享受美食的同時，也能感受到那份對土地的純粹承諾，展現優雅且永續的餐飲美學。,2025/9/24,20,3,2,,
M0000132,C00130,回甘手作,「生活中的殘渣，也能回甘出新的生命。」回甘手作的品牌特色在於利用回收的咖啡渣、茶渣或蔬果皮。我們將這些看似無用的廢料進行處理，加入手工皂、蠟燭或發酵肥料中。例如，咖啡渣手工皂能提供天然的去角質功能與除臭香氣。這是一個強調「循環美學」的品牌，我們想分享的是一種惜物的智慧。透過創意的轉化，讓這些曾經的養分以另一種形態重回生活，傳達一份恬淡而深長的永續溫度。,2025/9/8,20,3,2,,
M0000133,C00131,匠心泥像,「捕捉靈魂，不只是複製長相。」匠心泥像專門提供高擬真的個人訂製公仔。我運用多種專業級樹脂黏土與精細的繪畫技巧，從髮絲的流向到眼神的神韻，都力求完美還原。這不只是一件工藝品，更是一份情感的載體。我們常接到紀念家人、寵物或紀錄人生里程碑的委託。希望這尊小小泥像，能替你鎖住那個最動人的瞬間，成為能握在掌心中的珍貴回憶，見證那些值得被細膩對待的生命故事。,2025/11/3,20,3,2,,
M0000134,C00132,萌泥工作室,大家好，我是萌泥工作室的創作者。我喜歡將世界化為圓潤、簡單且可愛的形體。我的公仔設計走的是Q版、軟萌風格，主打生肖系列與治癒系小動物捏塑。我偏好使用色彩柔和、質感輕巧的超輕黏土，讓公仔呈現出一種如棉花糖般的輕盈感。這是一個充滿童趣與療癒能量的品牌，希望能為你的辦公桌或書櫥增添一抹會讓人不自覺微笑的風景。讓這些可愛的小泥偶，隨時為你的生活加油打氣。,2025/8/12,20,3,2,,
M0000135,C00133,食玩小舖,這裡是挑戰視力極限的「縮小世界」。食玩小舖專門製作微型黏土食物模型，每一顆壽司、每一片披薩都只有指甲蓋大小，但配料細節與質感表現完全不馬虎。我對真實食材的紋理與光澤有著極致的觀察，追求「縮小後的真實感」。我們的作品常結合磁鐵、別針或吊飾，讓這份精緻的袖珍美學能隨身攜帶。推薦給熱愛精微工藝、想在方寸之間探索美味極致的收藏家。,2025/10/11,20,3,2,,
M0000136,C00134,奇幻黏土,我是一個住在黏土裡的造夢者。奇幻黏土以玄幻神話、奇珍異獸與奇幻人物為創作主題。我不受現實束縛，喜歡利用黏土創造出具備豐富層次、色彩斑斕且充滿想像力的雕塑品。作品細節複雜，常結合發光元件或異材質點綴，營造出神祕的氛圍。這是一個為熱愛科幻、奇幻文學與遊戲文化的靈魂而設計的品牌。希望能透過我的捏塑，將那些存在於腦海深處的神祕異域，真實地呈現在你的眼前。,2025/8/24,20,3,2,,
M0000137,C00135,生活泥趣,黏土公仔不應該只是擺飾，它也可以是你生活的好助手。生活泥趣致力於開發具備功能性的黏土創作，如手機架、名片夾、筆插或眼鏡架。我們將可愛的角色造型與實用的結構設計完美結合，讓你的桌面在變有趣的同時也能井然有序。我們使用的是耐水、耐摔的特殊強化黏土，確保作品在日常使用中的耐用度。這是一個兼具「幽默感」與「功能性」的品牌，希望能讓你的居家與辦公生活更添一份手作的活潑趣致。,2025/10/30,20,3,2,,
M0000138,C00136,膠卷時光,「在數位時代，我們選擇等待。」膠卷時光堅持使用銀鹽底片攝影。我們癡迷於化學顯影產生的顆粒感、色彩階調與那份不可預測的驚喜。每一張照片都是光影在膠卷上的實體刻痕。我們不提供即時預覽，只提供值得珍藏的質感沖洗與實體攝影集。我們想找回攝影的「厚度」，讓快門的按下成為一次慎重的決定。這是一份獻給底片文化熱愛者的禮物，邀你一起在顯影液的氣味中，找回影像最初的真誠與感動。,2025/8/19,20,3,2,,
M0000139,C00137,瞬間之影,攝影的靈魂，在於那一幀無法重現的瞬間。瞬間之影專注於街頭紀實與黑白人文攝影。我習慣帶著相機在巷弄間穿梭，捕捉那些稍縱即逝的眼神、光影交錯與城市脈動。我的作品多採黑白調性，旨在去除色彩的干擾，直擊情感的本質。這是一個關於「觀察」的品牌，希望能透過我的觀景窗，帶你發現那些平淡日常中被忽略的詩意與張力。讓這張照片成為你牆上一扇窗，透視這紛雜世界最純粹的真相。,2025/9/28,20,3,2,,
M0000140,C00138,大地色彩,我是大自然的色彩搬運工。大地色彩專業從事風景攝影與高品質藝術微噴掛畫（Gicl?e）。我走遍高山深海，只為等待那抹最完美的曙光或極致的雲海。我要求作品具備極高的動態範圍與真實的色彩還原，能清晰呈現大地的壯闊與細節。這是一個關於「敬畏自然」的品牌，希望能將大自然的壯麗能量帶進你的居所，讓你在家中就能呼吸到山林的清冽與海洋的遼闊，感受視覺藝術帶來的身心洗禮。,2025/9/16,20,3,2,,
M0000141,C00139,微距視界,「在一朵花中看見世界，在一隻昆蟲中看見宇宙。」微距視界帶領你進入肉眼難以察覺的微觀領域。我專精於超微距攝影，捕捉如昆蟲複眼的精密結構、葉片纖毛上的晨露或花藥噴發的瞬間。這些影像展現了生命驚人的設計美感。這是一個關於「探索未知」的品牌，希望透過這些令人震撼的細節照片，能喚醒你對微小生命的尊重與好奇。在極致的細節中，發現自然界隱藏的華麗奇蹟與和諧律動。,2025/11/6,20,3,2,,
M0000142,C00140,詩意人像,我不拍照片，我拍的是靈魂的詩。詩意人像致力於風格柔美、具備意境感的藝術攝影創作。我擅長利用自然光影與特定的場景氛圍，營造出如繪畫般的夢幻質感。我的作品不強調精準的對焦，而在乎情感的流動與留白的餘味。這是一個關於「內在美學」的品牌，適合想透過影像探索自我、追求藝術感人像紀念的你。讓我們一起在光影的私語中，捕捉你最溫柔、最具故事感的瞬間，留下一份跨越時空的影像詩篇。,2025/8/2,20,3,2,,
