ProductID,CreatorID,ProductName,Description,Price,CostPrice,StatusID,StockLevelType,AlertQty,SortOrder,CategoryIDs,TagIDs
P000000416,C00070,活菌發酵韓式泡菜,不使用防腐劑。透過時間自然酸化產生的益生菌，口感脆口且層次深邃。,320,120,2,zero,5,1,34,3
P000000417,C00070,薑汁暖心發酵飲,老薑與紅茶康普的組合。溫潤微辣，適合在寒冷的天氣裡喚醒循環。,190,70,2,normal,5,1,34,3
P000000418,C00070,發酵食驗室組,內含不同階段發酵度的飲品與小點。邀請觀者一同探索時間的味道。,980,350,2,normal,5,1,34,3
P000000419,C00071,生活小物橡皮章組,包含咖啡杯、相機等手繪風格小章。,450,120,2,normal,5,1,7,9
P000000420,C00071,手工雕刻專用橡皮磚,質地軟硬適中，適合新手與職人創作。,150,40,2,normal,5,1,7,1|9
P000000421,C00071,刻印日常多色印泥盤,漸層配色設計，一次擁有豐富色彩。,320,90,2,normal,5,1,7,3
P000000422,C00071,訂製似顏繪橡皮章,根據照片刻製專屬於你的頭像印章。,1200,350,2,normal,5,1,7,9|18
P000000423,C00071,職人雕刻刀套組,高硬度鋼材，提供精準的線條表現。,850,250,2,normal,5,1,7,3
P000000424,C00071,刻印風格帆布束口袋,蓋滿品牌原創印章圖案的手作感布包。,280,80,2,normal,5,1,7,29
P000000425,C00071,原創手繪印章清潔液,溫和清潔，延長印章的使用壽命。,250,70,2,normal,5,1,7,3|18|30
P000000426,C00071,印章收集手札,特殊紙質，讓印章圖案色彩飽滿不滲透。,450,130,2,normal,5,1,7,30
P000000427,C00071,字母與數字迷你章盒,整理有序，適合裝飾信件與日期。,580,160,2,normal,5,1,7,3
P000000428,C00075,手抄植物纖維信箋,保留天然草木紋理，每一張都獨一無二。,380,110,2,normal,5,1,7,32
P000000429,C00075,復古黃銅裁紙刀,實心黃銅打造，切割紙張時具備分量感。,850,250,2,normal,5,1,7,36
P000000430,C00075,匠心手作筆記本 (A5),傳統線裝工法，可 180 度完全平攤書寫。,650,180,2,normal,5,1,7,30
P000000431,C00075,手抄紙明信片組,粗獷的紙張觸感，適合傳遞最有溫度的文字。,280,80,2,normal,5,1,7,16|30
P000000432,C00075,裁紙匠心原創墨水盒,包含兩瓶手工調配墨水與玻璃筆。,1500,450,1,normal,5,1,7,3
P000000433,C00075,紙質立體裝飾掛布,結合摺紙藝術與厚實紙材的牆面裝飾。,1200,350,2,low,5,1,7,59
P000000434,C00075,復古封蠟章套組,包含黃銅章頭、蠟粒與專用小勺。,950,280,2,normal,5,1,7,36
P000000435,C00075,手作紙漿杯墊 (一組),吸水力強且具備環保循環意義。,320,90,2,normal,5,1,7,63
P000000436,C00072,「微觀城市」立體賀卡,運用 250 磅特種象牙紙，展開後呈現細膩的建築剪影與層次感。,320,85,2,normal,5,1,7,3
P000000437,C00072,幾何幾何系列－紙雕桌飾,運用精密摺疊技術構成的多面體紙雕，會隨光影產生迷人的幾何陰影。,650,180,2,normal,5,1,7,59
P000000438,C00072,摺疊宇宙懸掛飾品,以特殊紋理紙製成的星體摺紙，質地輕盈且構造精密，適合居家點綴。,880,220,2,normal,5,1,7,28
P000000439,C00072,季節之詩－立體花卉卡,模擬花瓣重疊的層次感，收闔時平整，展開時如繁花瞬間綻放。,350,90,2,normal,5,1,7,32
P000000440,C00072,「光與影」雷雕摺紙燈罩,結合雷射切割與手工摺疊，光線透出時展現如蕾絲般的精密圖騰。,1200,350,2,normal,5,1,7,21|59
P000000441,C00073,極簡黑檀木姓名印,嚴選質地堅硬的黑檀木，結合現代幾何排版字體，呈現低調的品味。,2500,650,2,normal,5,1,7,7|34
P000000442,C00073,溫潤白玉個人方印,天然白玉石純手工打磨，色澤乳白溫潤，象徵君子溫和堅韌的氣質。,5800,1800,2,normal,5,1,7,3
P000000443,C00073,黃銅極簡幾何章,實心黃銅車削而成，隨著使用時間會產生獨特的氧化古色，見證生命。,1800,400,2,low,5,1,7,34
P000000444,C00073,「生命印記」篆刻禮盒,包含客製印章、職人親筆字稿與精裝收藏盒，是一份珍藏一生的贈禮。,8000,2200,2,normal,5,1,7,85
P000000445,C00073,流光封殼訂製印,針對信函設計的小型印章，字體流暢如行雲流水，賦予書信個人識別。,1500,350,2,normal,5,1,7,3
P000000446,C00074,古英倫火漆印章組,包含原創圖騰印頭與紅木手把。重現維多利亞時代的書信浪漫儀式感。,680,180,2,normal,5,1,7,30
P000000447,C00074,幻境之藍－特調瓶裝墨水,帶有閃粉層次的深藍色墨水。書寫時如銀河般流動，色澤豐富多變。,450,120,2,normal,5,1,7,3
P000000448,C00074,「拾光」封蠟珠禮盒,綜合多款森林系色彩的封蠟珠，讓你可以自由混色，創造獨特封印。,520,150,2,normal,5,1,7,85
P000000449,C00074,職人手繪火漆印頭,品牌原創手繪圖騰，如植物纖維、古老星圖等細膩紋路，印記感強烈。,350,80,2,normal,5,1,7,18
P000000450,C00074,儀式感書寫耗材包,包含高品質信紙、棉質信封與混色封蠟，完整你的每一份心情傳遞。,420,110,2,normal,5,1,7,29
P000000451,C00076,指尖痕跡手捏湯碗,保留職人揉捏時的指壓凹凸感，手感厚實穩定。,850,220,2,normal,5,1,6,63
P000000452,C00076,拙樸風格粗陶馬克杯,大把手設計，搭配粗顆粒陶土，充滿原始氣息。,680,180,2,normal,5,1,6,19|63
P000000453,C00076,隨性揉捏陶瓷托盤,邊緣不規則翹起，適合放置飾品或乾果。,950,250,1,normal,5,1,6,19|63
P000000454,C00076,土地印記花瓶,瓶身帶有草編壓紋，呈現自然的田野風情。,1200,350,2,low,5,1,6,32
P000000455,C00076,陶之呼喚對杯禮盒,兩只色澤微異的對杯，象徵不完美的圓滿。,1500,400,2,normal,5,1,6,19|85
P000000456,C00076,粗陶手作肥皂碟,特意留下的透氣孔洞，兼具美觀與功能。,380,100,2,normal,5,1,6,19|63
P000000457,C00076,禪意圓潤小茶罐,密封性佳，適合存放珍貴的茶葉。,1100,300,2,normal,5,1,6,43
P000000458,C00077,極簡白瓷拉胚茶壺,線條俐落，出水順暢，展現極致的幾何美。,2800,850,2,normal,5,1,6,19|34
P000000459,C00077,泥濘系列幾何餐盤,透過拉胚技術控制厚度，極致輕薄且耐用。,750,200,2,normal,5,1,6,3
P000000460,C00077,溫潤青瓷公道杯,釉色如雨過天晴，剔透中帶著溫潤光澤。,1200,350,2,normal,5,1,6,19
P000000461,C00077,職人拉胚咖啡濾杯,內部刻紋精準，提升手沖咖啡的萃取層次。,950,280,2,normal,5,1,6,3
P000000462,C00077,泥濘日常收納圓罐,蓋子與瓶身接合嚴密，適合存放辦公小物。,650,180,2,normal,5,1,6,3
P000000463,C00077,簡約高腳陶瓷點心盤,讓餐桌層次提升，適合展示精緻甜點。,1100,320,2,normal,5,1,6,19
P000000464,C00078,拇指小貓陶製筷架,精工雕刻貓咪各種姿態，餐桌上的小驚喜。,250,60,2,zero,5,1,6,19|31|63
P000000465,C00078,微縮世界多肉小盆,僅有 3cm 高，專門種植極微型植物。,320,80,2,normal,5,1,6,32
P000000466,C00078,袖珍陶瓷茶具模型,包含茶壺與四只茶杯，全部可收納於掌心。,1500,450,2,normal,5,1,6,19
P000000467,C00078,微型陶刻生肖擺飾,細膩刻畫出十二生肖的神韻，具備收藏價值。,450,120,2,normal,5,1,6,19|59
P000000468,C00078,陶瓷微雕墜鍊,吊墜內刻有微型山水，需細看才見精妙。,1200,350,2,normal,5,1,6,19
P000000469,C00078,掌中微型小花瓶,高度 5cm，適合插上一朵路邊採的小野花。,380,90,2,normal,5,1,6,32
P000000470,C00078,微型陶刻擴香小球,內有中空結構，滴入精油即可緩慢擴香。,280,70,2,normal,5,1,6,19|76
P000000471,C00078,森林系陶瓷鈕扣組,一組五入，將衣物裝點出童話感。,450,110,2,normal,5,1,6,19|38
P000000472,C00079,「星雲流轉」渲染大圓盤,釉藥在窯內自然熔融，呈現出藍紫色調交織的星空感，邊緣帶有金屬光澤。,2800,750,2,normal,5,1,6,3
P000000473,C00079,深海熔岩手工咖啡杯,湛藍與火紅釉色重疊，杯身帶有手捏紋理。每一只杯子的流動花紋皆隨機。,950,240,2,normal,5,1,6,1|63
P000000474,C00079,繽紛森林花器,運用翠綠、橙黃與土褐三色渲染，模擬秋日森林的層次色彩，器型高挑優雅。,1800,480,1,normal,5,1,6,32|38|59
P000000475,C00079,流動釉彩藝術瓷磚 (4入),作為牆面裝飾或杯墊，展現釉藥在平面上的化學詩篇，極具視覺衝擊力。,1200,320,2,normal,5,1,6,19
P000000476,C00079,幻光藍渲染湯碗,以深邃的結晶藍釉為底，碗緣帶有流動的銀色斑點。適合盛裝色彩鮮豔的料理。,1100,280,2,normal,5,1,6,63
P000000477,C00080,半透光薄胎雕花杯,瓷質極薄且具透明感。透過堆泥工法雕琢出細碎花瓣，光線穿透時如夢似幻。,1500,400,2,normal,5,1,6,32
P000000478,C00080,「靜謐」素白立體茶墊,以幾何切割展現瓷土的俐落感。表面不施艷色，僅以光影呈現層次美。,450,120,2,low,5,1,6,3
P000000479,C00080,留白美學長形花器,窄長器型設計，瓶身帶有微小的手工壓紋。適合插上一枝枯木，演繹禪意空間。,2200,600,2,normal,5,1,6,32|59
P000000480,C00080,初心圓潤手感茶壺,仿造鵝卵石的圓潤線條。握感細緻如脂，壺蓋與壺身完美契合，體現純粹之美。,3800,1100,2,normal,5,1,6,3
P000000481,C00080,「微光」浮雕小夜燈殼,瓷質燈殼刻有微型風景。點亮後，風景在潔白瓷面上躍然而出，溫暖平穩。,1800,520,2,normal,5,1,6,59
P000000482,C00081,永恆玫瑰玻璃暖燈,暖黃燈光映照著永生紅玫瑰，浪漫不凋謝。,1850,550,2,normal,5,1,10,59
P000000483,C00081,奢華黑金永生花禮盒,黑色繡球花與金箔裝飾，質感低調奢華。,2500,800,2,normal,5,1,10,32|85
P000000484,C00081,永生花字母掛鏡,在鏡緣裝飾繽紛花卉，每天照鏡子都好心情。,1500,450,2,normal,5,1,10,32
P000000485,C00081,莫內花園永生花框,將永生花封存於畫框中，如同一幅立體油畫。,2200,650,2,normal,5,1,10,32
P000000486,C00081,藍色海洋永生花瓶,藍白色系花材搭配貝殼，充滿清涼海洋感。,1200,350,2,normal,5,1,10,32
P000000487,C00081,永生花專用護理噴霧,延長花材色彩與柔軟度的秘密武器。,350,90,2,normal,5,1,10,32
P000000488,C00082,懷舊系尤加利大花環,散發淡淡草本香氣，適合裝飾玄關牆面。,1280,380,2,low,5,1,10,32
P000000489,C00082,復古色調乾燥花束,選用大地色系花材，呈現老電影般的氛圍。,850,250,2,normal,5,1,10,32|36
P000000490,C00082,乾燥拾光試管花藝,簡約木座支撐玻璃試管，放置單枝乾燥花。,450,120,2,normal,5,1,10,32
P000000491,C00082,薰衣草乾燥花香袋,選用南法乾燥薰衣草，放在衣櫃持續清香。,220,50,2,normal,5,1,10,29|32
P000000492,C00082,拾光系列乾花書籤,透明封存，讓花影陪伴你的閱讀時光。,150,35,2,normal,5,1,10,30|32
P000000493,C00082,復古鐵桶乾燥花裝飾,具備濃厚鄉村風格，適合居家角落佈置。,950,280,2,normal,5,1,10,32|36|59
P000000494,C00082,乾燥花專用展示架,讓你的乾燥花材整齊有序地展示出來。,580,160,2,normal,5,1,10,32
P000000495,C00083,森林祕境玻璃鐘罩,在玻璃球中以永生苔蘚與蕨類構築出微型森林。是一座不需澆水的綠意綠洲。,1650,450,2,low,5,1,10,38
P000000496,C00083,永恆藍調花藝凝膠盒,特殊凝膠將藍色繡球花封存。質感如冰塊般剔透，適合擺放於窗邊收集陽光。,980,280,2,normal,5,1,10,32
P000000497,C00083,「夢想之火」暖色吊燈,將乾燥花藝融入燈具空間。燈光亮起時，花影交織，散發溫馨的療癒氛圍。,2500,700,2,normal,5,1,10,59
P000000498,C00083,時光沙漏花藝擺飾,以沙漏造型為靈感，上方裝填繽紛花瓣。象徵時光在最美的一刻靜止。,1200,320,1,normal,5,1,10,32|59
P000000499,C00083,微縮婚禮回憶盅,客製化縮小版婚禮花束。封存於玻璃瓶中，成為值得收藏一生的情感紀念。,1900,550,2,normal,5,1,10,85
P000000500,C00084,森林系繡球花髮夾,使用UV樹脂包覆真實繡球花瓣。透明度高且堅韌，展現清新脫俗的仙氣。,480,120,2,normal,5,1,10,32|38
P000000501,C00084,金合歡質感耳環,小巧的金合歡乾花與金屬元素結合。色彩亮眼，為日常穿搭增添手作溫度。,650,160,2,normal,5,1,10,28
P000000502,C00084,押花美學透明胸針,將多種野花壓製成扁平藝術品，封存於圓形飾品中。如同隨身攜帶的微型畫作。,550,140,2,low,5,1,10,32|62
P000000503,C00084,繽紛花瓣髮帶,將細小的碎花散佈在樹脂條中，輕盈且富有彈性。讓髮間綻放自然芬芳。,720,200,2,normal,5,1,10,28|32
P000000504,C00084,「四季」系列花環戒指,精選四種代表性季節花材製作。透明戒指內花卉環繞，指尖盡是四季美景。,580,150,2,normal,5,1,10,28|32
P000000505,C00085,漂流木原始風大掛飾,結合海邊撿拾的漂流木與大型乾果實、藤蔓。展現粗獷且豪邁的自然美學。,3600,950,2,normal,5,1,10,7
P000000506,C00085,野性藤蔓圓環花圈,以粗藤蔓為底，裝飾大量尤加利葉與深色乾燥玫瑰。散發森林深處的低語感。,1800,450,2,normal,5,1,10,32
P000000507,C00085,大地之息手作盆花,使用未加工陶盆，隨性插入高低錯落的蘆葦與枯木。模擬山野間的生長姿態。,1200,320,2,normal,5,1,10,32
P000000508,C00085,「尋路」木片壁飾,運用樹皮、青苔與木片拼貼出的立體壁畫。讓居家空間瞬間擁有森林般的呼吸感。,2200,580,2,normal,5,1,10,7
P000000509,C00085,自然主義乾燥花箱,木箱中堆滿如剛從林間採摘的野花野草。散發淡淡的草本芳香，治癒浮躁心靈。,1500,400,2,normal,5,1,10,32
P000000510,C00086,招牌海鹽焦糖千層,手工疊加 20 層餅皮，鹹甜適中不膩口。,1200,400,2,normal,5,1,30,3
P000000511,C00086,森林野莓法式甜塔,酥脆塔殼盛裝滿滿的新鮮野莓與卡士達。,180,55,2,normal,5,1,30,38
P000000512,C00086,法式經典瑪德蓮盒,包含檸檬、巧克力與伯爵茶三種口味。,550,160,2,normal,5,1,30,3
P000000513,C00086,奶油森林手工抹醬,採用進口發酵奶油，質地如絲緞般滑順。,380,110,2,normal,5,1,30,1|38
P000000514,C00086,香草夾餡達克瓦茲,外酥內軟的蛋白餅，包裹厚厚香草內餡。,450,130,2,normal,5,1,30,3
P000000515,C00087,婚禮祝福手繪餅乾組,包含白紗、對戒與捧花造型，可客製姓名。,850,250,2,normal,5,1,30,18|85
P000000516,C00087,生日驚喜彩繪餅乾包,繽紛的氣球與蛋糕造型，派對最佳點綴。,650,180,1,normal,5,1,30,29
P000000517,C00087,手繪似顏繪餅乾 (單片),專業畫師在餅乾上繪製你的專屬肖像。,350,100,2,normal,5,1,30,18
P000000518,C00087,節慶限定糖霜禮盒,依照不同節日設計主題，充滿儀式感。,1200,350,2,low,5,1,30,85
P000000519,C00087,DIY 糖心餅乾材料包,內含餅乾、多色糖霜與裝飾珍珠糖。,580,160,2,normal,5,1,30,29
P000000520,C00087,糖心故事收藏鐵盒,精緻手繪插畫鐵盒，餅乾吃完可當收納。,450,120,2,normal,5,1,30,3
P000000521,C00088,老麵核桃歐式大麵包,使用自家天然酵母，低油鹽配方，滿滿的酥脆核桃增添麥香層次。,180,65,2,zero,5,1,30,29
P000000522,C00088,高含水經典魯邦長棍,外殼酥脆爆裂，內裡Q彈有嚼勁。長時發酵帶出淡淡的果酸與麥甜。,110,40,2,normal,5,1,30,3
P000000523,C00088,黑麥蔓越莓果乾磚,紮實黑麥基底與酸甜蔓越莓的平衡。無糖添加，飽足感極強的健康選擇。,150,55,2,normal,5,1,30,3
P000000524,C00088,海鹽低油佛卡夏,淋上優質橄欖油與海鹽，點綴迷迭香。口感濕潤柔軟，充滿大地的香氣。,120,45,2,normal,5,1,30,3
P000000525,C00088,全麥老麵雜糧餐包 (6入),每日限量製作。小巧玲瓏卻飽含多種穀物能量，適合與家人分享。,160,60,2,normal,5,1,30,29
P000000526,C00089,莊園級 72% 黑金布朗尼,質地介於軟糖與蛋糕間。使用單一產地巧克力，入口即化的苦甜奢華感。,450,150,2,normal,5,1,30,3
P000000527,C00089,威士忌松露巧克力球,濃郁黑巧夾心混合頂級威士忌，酒香與可可交織出層次極其豐富的餘韻。,580,200,2,low,5,1,30,3
P000000528,C00089,焦糖海鹽巧克力熔岩,輕輕劃開後流出滾燙的焦糖巧克力漿，鹹甜平衡，極具視覺與味覺快感。,220,80,2,normal,5,1,30,3
P000000529,C00089,手工可可薄片禮盒,不同溫控產出的極薄脆片。每一片都像藝術品般輕盈，挑戰極致脆度。,650,220,2,normal,5,1,30,1|85
P000000530,C00089,絲絨黑巧手工蛋糕,覆蓋多層可可脂與鮮奶油。奢華感十足，是給多巴胺最直接的感官獻禮。,1200,400,2,normal,5,1,30,1
P000000531,C00090,西西里檸檬糖霜瑪德蓮,輕薄的檸檬糖霜外殼，咬下後散發清新的果香。帶來瞬間的好心情。,65,22,2,normal,5,1,30,3
P000000532,C00090,鐵觀音濃茶濕潤瑪德蓮,嚴選在地茶末入餡。醇厚茶香在喉間化開，是充滿溫度的台式浪漫。,75,28,2,normal,5,1,30,3
P000000533,C00090,法式焦糖鹽花瑪德蓮,焦糖化的邊緣微微脆口感，撒上幾粒海鹽提升甜度深度，層次鮮明。,70,25,2,normal,5,1,30,32
P000000534,C00090,薰衣草蜂蜜舒壓瑪德蓮,淡淡的乾薰衣草香與純蜂蜜。如同小魔法般在口中釋放壓力。,80,30,2,normal,5,1,30,3
P000000535,C00090,綜合幸福微笑禮盒 (8入),包含所有經典口味與隨機隱藏版，讓開啟禮盒的瞬間綻放微笑。,600,200,2,normal,5,1,30,85
P000000536,C00091,夢幻雲朵插畫掛畫 (A3),溫柔色彩描繪在雲端漫步的小人物。,1200,300,2,normal,5,1,15,3|67
P000000537,C00091,想像漫步原創貼紙包,包含 20 款風格奇特可愛的日常小物貼紙。,250,60,2,low,5,1,15,3|29|30
P000000538,C00091,搞怪小獸手繪明信片組,以幽默筆觸描繪幻想中的神祕小動物。,380,90,2,normal,5,1,15,18|30
P000000539,C00091,想像漫步帆布托特包,將熱門插畫高品質轉印，耐洗不掉色。,580,160,2,normal,5,1,15,29
P000000540,C00091,創意插畫手賬本,內頁帶有淡雅的手繪邊框，激發書寫靈感。,480,120,1,normal,5,1,15,3|67
P000000541,C00091,想像漫步陶瓷杯組,一對杯子拼起來會形成一個完整的夢境圖。,1100,300,2,normal,5,1,15,19
P000000542,C00091,原創插畫吸水杯墊盒,包含四款不同季節的主題插畫杯墊。,650,180,2,normal,5,1,15,3|63|67
P000000543,C00092,「深淵之眼」黑白原創畫,運用極細針筆勾勒。對夢境與心理暗示的深層探索，具備冷冽視覺。,4500,600,2,normal,5,1,15,3|67
P000000544,C00092,神祕學符號刺青貼紙組,將藝術家獨特的線條轉化為身體裝飾。傳達個性化且冷酷的靈魂表達。,280,50,2,normal,5,1,15,30
P000000545,C00092,「破碎的寧靜」手作雕塑,模擬自然界殘缺之美。冷冽、沉穩的黑色樹酯藝術品，適合擺放書架。,3200,800,2,low,5,1,15,3
P000000546,C00092,墨色意象筆記本,封面壓印深黑色圖騰。內容為全白優質畫紙，適合捕捉你的黑暗詩篇。,480,150,2,normal,5,1,15,30
P000000547,C00092,「夢魘殘留」手機殼,藝術家經典線條作品縮小版。將獨特的藝術張力隨身攜帶。,750,120,2,normal,5,1,15,62
P000000548,C00093,「午後律動」大尺寸掛畫,運用大面積亮橙與灰藍。透過幾何比例捕捉空間的平穩能量。,3800,500,2,normal,5,1,15,67
P000000549,C00093,現代幾何裝飾版畫,限量編號。簡化風景為最純粹的色彩塊面，適合北歐風居家妝點。,1200,300,2,normal,5,1,15,42|59|67
P000000550,C00093,色彩對話桌曆,12個月12組不同的色彩語言。讓藝術成為你辦公桌上的安靜背景。,450,100,2,normal,5,1,15,59
P000000551,C00093,「極簡呼吸」帆布袋,將色彩塊面印製於有機棉。讓藝術隨行，成為穿搭中一段視覺獨白。,550,110,2,normal,5,1,15,29|34
P000000552,C00093,比例美學裝飾瓷盤,以色塊構成的視覺律動。不只是餐具，更是牆面上的藝術品。,880,220,2,normal,5,1,15,19|59
P000000553,C00094,「光陰眼神」似顏繪訂製,捕捉受畫者眼神中的神韻與故事。水彩結合粉彩，具備深厚紀念意義。,3500,200,2,normal,5,1,15,18
P000000554,C00094,生命時刻雙人肖像,專為情侶或家人訂製。捕捉兩人之間的氣質連結與最真實的情感流動。,6000,350,2,normal,5,1,15,3
P000000555,C00094,「靈魂速寫」明信片禮盒,藝術家筆下的肖像練習集。每一張都代表一段獨特的靈魂歷史與面貌。,420,120,2,normal,5,1,15,30|85
P000000556,C00094,寵物氣質畫像訂製,不只是臨摹長相，更是捕捉愛寵的神韻與個性。賦予作品靈性。,2800,150,2,normal,5,1,15,31|67
P000000557,C00094,似顏繪藝術家簽名海報,限量版畫收藏。將肖像藝術轉化為具備裝飾感的居家亮點。,1500,400,2,low,5,1,15,18
P000000558,C00095,「林間神靈」藝術複製畫,極細筆觸描繪植物與人類共生。色彩溫柔、神祕且具備療癒力。,1800,400,2,normal,5,1,15,67
P000000559,C00095,夢境漫遊全彩畫冊,收錄創作者所有的奇幻場景。每一頁都是一處心靈避風港與視覺探索。,950,320,2,normal,5,1,15,67
P000000560,C00095,森林低語透明膠帶,將手繪植物碎花帶入日常。適合手帳裝飾，讓生活充滿大地與和諧。,220,60,2,normal,5,1,15,30|38
P000000561,C00095,「共生」系列抱枕,將溫柔的插畫印製於棉麻。讓夢境中的森林陪伴你度過靜謐的夜晚。,850,250,2,normal,5,1,15,3
P000000562,C00095,奇幻之森陶瓷餐墊,防燙且美觀。將插畫中的溫柔細節融入每一餐，感受人與自然的聯繫。,550,160,2,normal,5,1,15,19
P000000563,C00096,阿里山初露烏龍茶,清晨採摘，茶湯金黃透亮，帶有高山冷香。,1200,450,2,normal,5,1,32,3
P000000564,C00096,炭焙鐵觀音精緻禮盒,傳統工法慢火烘焙，韻味深長回甘強。,1500,550,1,normal,5,1,32,85
P000000565,C00096,隱山四季冷泡茶包組,包含四種產地茶葉，冷泡更顯鮮甜。,680,200,2,low,5,1,32,29
P000000566,C00096,手作茶香陶瓷香氛袋,內含焙茶茶葉，散發淡淡炭火茶香。,350,90,2,normal,5,1,32,19|29|76
P000000567,C00096,隱山精品茶具組,包含一壺二杯，極簡灰釉質感。,2200,700,2,normal,5,1,32,3
P000000568,C00096,隱山原創茶食餅乾,揉入磨碎的茶粉，微甜中帶有濃郁茶韻。,450,120,2,normal,5,1,32,3
P000000569,C00097,「覺醒」中深焙配方豆,經典招牌豆。散發濃郁的巧克力與烤堅果香氣，口感醇厚如奶油般滑順。,550,180,2,zero,5,1,32,3
P000000570,C00097,醇黑可可精品手沖豆,帶有明顯的煙燻與黑巧克力風味。回甘悠長，適合喜愛重口味的咖啡愛好者。,680,220,2,normal,5,1,32,3
P000000571,C00097,靈魂甦醒－重焙濾掛組,專為重度需求者設計。大份量粉末確保萃取濃郁度，瞬間喚醒疲憊靈魂。,450,150,2,normal,5,1,32,3
P000000572,C00097,「森林火花」曼特寧豆,帶有原始的大地氣息與雪松香，中深焙度讓苦甜層次極其平衡。,600,200,2,normal,5,1,32,32|38
P000000573,C00097,職人挑選－經典禮盒,內含兩款經典中深焙豆與一支手工量勺。分享烘焙時的那股誘人香氣。,1280,400,2,normal,5,1,32,85
P000000574,C00098,繽紛森林－果乾花草茶,藍莓、覆盆子搭配薰衣草。天然酸甜感與花香交織，視覺與味覺的雙重療癒。,380,100,2,normal,5,1,32,32|38
P000000575,C00098,「暖陽」鳳梨洋甘菊茶,低溫烘乾金鑽鳳梨與舒壓洋甘菊。不含咖啡因，是睡前最溫柔的依靠。,350,90,2,low,5,1,32,3
P000000576,C00098,清新小旅行－蜜桃茶包,蜜桃的甜香搭配薄荷的清涼。適合在下午茶時刻，為感官帶來一段小旅行。,320,85,2,normal,5,1,32,29
P000000577,C00098,玫瑰紅龍果美妍茶,艷麗的紅龍果乾與屏東有機玫瑰。充滿維他命 C，讓日常保養變得優雅簡單。,420,120,2,normal,5,1,32,3
P000000578,C00098,慢活療癒－綜合果茶組,集合品牌五款經典口味。每一包都是一份驚喜小禮，點亮你的平淡日常。,650,180,2,normal,5,1,32,46
P000000579,C00099,12小時慢釀－冷萃咖啡,低溫長時間萃取。完全去除苦澀，展現如威士忌般的飽滿發酵果香。,180,55,2,normal,5,1,32,3
P000000580,C00099,琥珀色－冷泡精品烏龍,選用阿里山高山烏龍，冷泡出極致甘甜的茶湯。口感醇順，回甘如泉。,150,40,2,normal,5,1,32,3
P000000581,C00099,極致濃縮－冷萃咖啡液,高濃度萃取。只需加入鮮乳或氣泡水，即可隨時享受慢速精華的細膩。,580,160,2,normal,5,1,32,3
P000000582,C00099,冷萃工坊－實驗室組,包含三款不同產區的冷萃。邀請你在對比中探索「時間萃取」的魔力。,480,140,1,normal,5,1,32,3
P000000583,C00099,冰滴花果茶濃縮液,運用冷萃咖啡技術處理果茶。將果香濃縮在低溫中，解膩且充滿層次。,450,130,2,low,5,1,32,32
P000000584,C00100,產區系列－衣索比亞掛耳,帶有明亮的柑橘與茉莉花香。三分鐘內，讓手沖風味點亮你的晨間感官。,55,18,2,normal,5,1,32,3
P000000585,C00100,晨光精品－環遊世界禮盒,匯集五大產區精品豆。每天早晨開啟一個新國度的味覺探險，質感卓越。,980,300,2,normal,5,1,32,85
P000000586,C00100,專注力配方－曼巴掛耳,專為上班族設計。醇厚度與酸度完美平衡，開啟充滿效率與質感的工作日。,480,140,2,normal,5,1,32,3
P000000587,C00100,「晨間第一抹香」現磨組,接單後現磨。極致新鮮的香氣，確保你喝下的每一口都是職人級水平。,350,100,2,normal,5,1,32,3
P000000588,C00100,質感生活－精品馬克杯組,內含 5 入掛耳與一只特製陶瓷杯。讓喝咖啡成為日常中最值得的儀式。,850,250,2,normal,5,1,32,55|63
P000000589,C00101,龜背竹設計感水泥盆栽,網美系必備，大葉片龜背竹搭配極簡水泥盆。,1280,380,2,normal,5,1,11,7
P000000590,C00101,懸掛式圓球蕨類,適合室內垂吊，營造如雨林般的視覺層次。,850,250,2,normal,5,1,11,3
P000000591,C00101,綠意角落專用配土,針對室內觀葉植物調配，透氣防爛根。,250,60,2,normal,5,1,11,3
P000000592,C00101,復古長嘴金屬澆花壺,霧面黑質感，細長噴嘴精準控制水量。,680,220,2,normal,5,1,11,32|36
P000000593,C00101,虎尾蘭淨化組,高氧釋放植物，搭配手作編織提籃。,950,300,2,low,5,1,11,3
P000000594,C00101,植感室內植物架,二層木質結構，充分利用居家採光空間。,1800,550,2,normal,5,1,11,32
P000000595,C00102,豪華多肉組盆禮盒,收集 12 種珍稀多肉，拼貼出沙漠微景觀。,1500,450,2,normal,5,1,11,32|85
P000000596,C00102,兔耳多肉小木盒,毛茸茸的手感，像小兔耳朵般療癒動人。,350,90,2,normal,5,1,11,7|32
P000000597,C00102,多肉專用引水陶籤,慢速滲透設計，讓出遠門的你更安心。,180,45,2,normal,5,1,11,19|32
P000000598,C00102,石蓮花手作陶瓷盆,手捏質感搭配大地釉色，襯托植栽美感。,450,120,2,normal,5,1,11,19|32
P000000599,C00102,多肉萌芽養護手札,紀錄每一株肉肉的成長軌跡與澆水時程。,380,100,2,normal,5,1,11,32
P000000600,C00102,稀有粉紅佳人多肉,夢幻的粉色調葉片，是收藏家的首選。,550,150,2,normal,5,1,11,32
P000000601,C00102,多肉修剪五件組,專業鑷子與吹球，照顧細節不傷葉片。,580,160,2,normal,5,1,11,32
